publisher-location,reference-count,publisher,short-container-title,DOI,type,source,is-referenced-by-count,title,prefix,author,member,container-title,original-title,score,subtitle,short-title,references-count,URL,subject,indexed.date-parts,indexed.date-time,indexed.timestamp,content-domain.domain,content-domain.crossmark-restriction,published-print.date-parts,created.date-parts,created.date-time,created.timestamp,deposited.date-parts,deposited.date-time,deposited.timestamp,resource.primary.URL,issued.date-parts,published.date-parts,page,volume,ISSN,issn-type,issue,language,journal-issue.issue,journal-issue.published-print.date-parts,institution,license,abstract,subtype,posted.date-parts,editor,standards-body.name,standards-body.acronym,approved.date-parts
,0,[s.n.],[],10.5962/bhl.title.147959,monograph,Crossref,0,"['Southern Island Cruise 8, January-March 1965']",10.5962,"[{'given': 'Robert R.', 'family': 'Fleet', 'sequence': 'first', 'affiliation': []}, {'given': 'Robert S.', 'family': 'Standen', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.147959,[],"[[2022, 4, 4]]",2022-04-04T15:08:10Z,1649084890855,[],False,[[1965]],"[[2018, 5, 8]]",2018-05-08T05:02:01Z,1525755721000,"[[2018, 5, 8]]",2018-05-08T05:02:01Z,1525755721000,https://www.biodiversitylibrary.org/bibliography/147959,[[1965]],[[1965]],,,,,,,,,,,,,,,,,
"Canandaigua, N.Y. :",0,"Bill's Glad Farms, Inc.,",[],10.5962/bhl.title.130362,monograph,Crossref,0,['Special lots /'],10.5962,"[{'name': ""Bill's Glad Farms, Inc."", 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.130362,[],"[[2022, 4, 4]]",2022-04-04T15:58:37Z,1649087917244,[],False,[[1924]],"[[2017, 5, 28]]",2017-05-28T05:01:10Z,1495947670000,"[[2017, 5, 28]]",2017-05-28T05:01:10Z,1495947670000,http://www.biodiversitylibrary.org/bibliography/130362,[[1924]],[[1924]],,,,,,,,,,,,,,,,,
Panormi :,0,"Typis Regiis,",[],10.5962/bhl.title.50454,monograph,Crossref,1,['Stirpium rariorum minusque cognitarum in Sicilia sponte provenientium descriptiones nonnullis iconibus auctae /'],10.5962,"[{'given': 'Antonio', 'family': 'Bivona Bernardi', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.50454,[],"[[2022, 4, 4]]",2022-04-04T20:11:20Z,1649103080546,[],False,[[1813]],"[[2011, 11, 23]]",2011-11-23T21:54:38Z,1322085278000,"[[2011, 11, 23]]",2011-11-23T21:54:48Z,1322085288000,http://www.biodiversitylibrary.org/bibliography/50454,[[1813]],[[1813]],,,,,,,,,,,,,,,,,
,0,[s.n.],[],10.5962/bhl.title.146247,monograph,Crossref,0,['NGS observation check-lists  September 1963 (Northern Grid Survey 2)'],10.5962,"[{'name': 'National Museum of Natural History (U.S.)', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.146247,[],"[[2022, 4, 4]]",2022-04-04T19:21:23Z,1649100083230,[],False,[[1963]],"[[2018, 3, 19]]",2018-03-19T05:01:52Z,1521435712000,"[[2018, 3, 19]]",2018-03-19T05:01:53Z,1521435713000,https://www.biodiversitylibrary.org/bibliography/146247,[[1963]],[[1963]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/p.320447,journal-article,Crossref,0,['Colorado Conifers'],10.5962,,3444,"['Bulletin of popular information - Arnold Arboretum, Harvard University.']",[],1,[],[],0,https://doi.org/10.5962/p.320447,[],"[[2022, 4, 4]]",2022-04-04T21:20:35Z,1649107235068,[],False,"[[1915, 11, 5]]","[[2021, 9, 17]]",2021-09-17T06:02:16Z,1631858536000,"[[2021, 9, 17]]",2021-09-17T06:02:16Z,1631858536000,https://www.biodiversitylibrary.org/part/320447,"[[1915, 11, 5]]","[[1915, 11, 5]]",66-67,1,['0196-6057'],"[{'value': '0196-6057', 'type': 'print'}]",17,,17,"[[1915, 11, 5]]",,,,,,,,,
New York :,0,"Prentice-Hall,",[],10.5962/bhl.title.4533,monograph,Crossref,0,['General biochemistry / by William H. Peterson [and] Frank M. Strong.'],10.5962,"[{'given': 'William Harold', 'family': 'Peterson', 'sequence': 'first', 'affiliation': []}, {'given': 'Frank Morgan.', 'family': 'Strong', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.4533,[],"[[2022, 4, 4]]",2022-04-04T20:34:00Z,1649104440690,[],False,[[1953]],"[[2011, 11, 11]]",2011-11-11T22:11:21Z,1321049481000,"[[2011, 11, 11]]",2011-11-11T22:11:31Z,1321049491000,http://www.biodiversitylibrary.org/bibliography/4533,[[1953]],[[1953]],,,,,,,,,,,,,,,,,
"Philadelphia, Pa. :",0,"Thomas Meehan & Sons,",[],10.5962/bhl.title.102208,monograph,Crossref,0,['Hardy plants and bulbs /'],10.5962,"[{'name': 'Thomas Meehan and Sons.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.102208,[],"[[2022, 4, 4]]",2022-04-04T20:27:56Z,1649104076917,[],False,[[1909]],"[[2015, 5, 5]]",2015-05-05T06:00:32Z,1430805632000,"[[2015, 5, 5]]",2015-05-05T06:00:32Z,1430805632000,http://www.biodiversitylibrary.org/bibliography/102208,[[1909]],[[1909]],,,,,,,,,,,,,,,,,
"Bridgman, Mich. :",0,"A.R. Weston & Company,",[],10.5962/bhl.title.107699,monograph,Crossref,0,['1914 [catalog] /'],10.5962,"[{'name': 'A.R. Weston & Company.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.107699,[],"[[2022, 4, 4]]",2022-04-04T19:18:31Z,1649099911567,[],False,[[1914]],"[[2015, 10, 13]]",2015-10-13T14:55:28Z,1444748128000,"[[2015, 10, 13]]",2015-10-13T14:55:28Z,1444748128000,http://www.biodiversitylibrary.org/bibliography/107699,[[1914]],[[1914]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/bhl.part.9093,journal-article,Crossref,1,['Notes sur les genres Morio et Perigona'],10.5962,"[{'given': 'M J', 'family': 'Putzeys', 'sequence': 'first', 'affiliation': []}]",3444,['Annali del Museo civico di storia naturale di Genova.'],[],1,[],[],0,https://doi.org/10.5962/bhl.part.9093,[],"[[2022, 4, 4]]",2022-04-04T12:51:42Z,1649076702943,[],False,[[1873]],"[[2016, 1, 14]]",2016-01-14T06:49:19Z,1452754159000,"[[2016, 1, 14]]",2016-01-14T06:49:19Z,1452754159000,http://www.biodiversitylibrary.org/part/9093,[[1873]],[[1873]],216-225,4,['0365-4389'],"[{'value': '0365-4389', 'type': 'print'}]",,,,,,,,,,,,,
[Washington],0,[s.n.],[],10.5962/bhl.title.110681,monograph,Crossref,0,['Forage plot harvester'],10.5962,"[{'given': 'James L.', 'family': 'Butler', 'sequence': 'first', 'affiliation': []}, {'given': 'Glenn W.', 'family': 'Burton', 'sequence': 'additional', 'affiliation': []}, {'given': 'H. R.', 'family': 'Sumner', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.110681,[],"[[2022, 4, 4]]",2022-04-04T15:27:01Z,1649086021228,[],False,[[1967]],"[[2016, 1, 12]]",2016-01-12T02:00:28Z,1452564028000,"[[2016, 1, 12]]",2016-01-12T02:00:28Z,1452564028000,http://www.biodiversitylibrary.org/bibliography/110681,[[1967]],[[1967]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5479/si.16549779,posted-content,Crossref,0,"['Green Persuasion: Advertising, Voluntarism, and America’s Public Lands']",10.5479,"[{'given': 'Jeffrey', 'family': 'Stine', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5479/si.16549779,[],"[[2022, 4, 4]]",2022-04-04T21:33:46Z,1649108026120,[],False,,"[[2021, 8, 31]]",2021-08-31T18:14:40Z,1630433680000,"[[2021, 8, 31]]",2021-08-31T18:14:41Z,1630433681000,https://smithsonian.figshare.com/articles/book/Green_Persuasion_Advertising_Voluntarism_and_America_s_Public_Lands/16549779,"[[2021, 8, 31]]","[[2021, 8, 31]]",,,,,,,,,[{'name': 'Open Monographs'}],"[{'start': {'date-parts': [[2021, 8, 31]], 'date-time': '2021-08-31T00:00:00Z', 'timestamp': 1630368000000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by-nc/4.0/'}]","<jats:p>&lt;i&gt;Green Persuasion &lt;/i&gt;traces the history and evolution of volunteer-based public lands
stewardship in the United States as well as the Advertising Council’s work
promoting environmental causes, such as the Smokey Bear fire prevention and the
Keep America Beautiful campaigns. The Take Pride in America program, developed
during the Reagan administration, was revised, neglected, and readopted by
subsequent presidencies. Working with the U.S. Department of the Interior, the
Ad Council enlivened the Take Pride initiative with public service
announcements featuring celebrity spokespersons Clint Eastwood, Charles
Bronson, and Louis Gossett Jr. &lt;div&gt;&lt;i&gt;Green Persuasion &lt;/i&gt;offers valuable insights
into how and why Americans have expressed care of the nation’s landed
inheritance in their collective political choices.&lt;/div&gt;</jats:p>",other,"[[2021, 8, 31]]",,,,
Toronto :,0,"McClelland & Stewart,",[],10.5962/bhl.title.62557,monograph,Crossref,1,['The mason-wasps'],10.5962,"[{'given': 'J. Henri', 'family': 'Fabre', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.62557,[],"[[2022, 4, 3]]",2022-04-03T11:21:34Z,1648984894455,[],False,[[1919]],"[[2012, 12, 9]]",2012-12-09T07:00:42Z,1355036442000,"[[2012, 12, 9]]",2012-12-09T07:00:45Z,1355036445000,http://www.biodiversitylibrary.org/bibliography/62557,[[1919]],[[1919]],,,,,,,,,,,,,,,,,
"New York,",0,"Wood,",[],10.5962/bhl.title.30270,monograph,Crossref,0,"['A manual of the medical botany of North America, by Laurence Johnson.']",10.5962,"[{'given': 'Laurence', 'family': 'Johnson', 'sequence': 'first', 'affiliation': []}, {'given': 'Laurence', 'family': 'Johnson', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.30270,[],"[[2022, 4, 3]]",2022-04-03T12:52:48Z,1648990368872,[],False,[[1884]],"[[2011, 11, 22]]",2011-11-22T21:37:42Z,1321997862000,"[[2016, 8, 17]]",2016-08-17T13:29:04Z,1471440544000,http://www.biodiversitylibrary.org/bibliography/30270,[[1884]],[[1884]],,,,,,,,,,,,,,,,,
"Leipzig,",0,"S. Hirzel,",[],10.5962/bhl.title.139641,monograph,Crossref,0,"['Elektrische Untersuchungen,']",10.5962,"[{'given': 'Wilhelm Gottlieb', 'family': 'Hankel', 'sequence': 'first', 'affiliation': []}, {'given': 'H.', 'family': 'Lindenberg', 'sequence': 'additional', 'affiliation': []}, {'given': 'Friedrich', 'family': 'Zarncke', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.139641,[],"[[2022, 4, 3]]",2022-04-03T12:53:20Z,1648990400346,[],False,[[1856]],"[[2017, 10, 15]]",2017-10-15T05:02:50Z,1508043770000,"[[2017, 10, 15]]",2017-10-15T05:02:51Z,1508043771000,https://www.biodiversitylibrary.org/bibliography/139641,[[1856]],[[1856]],,,,,,,,,,,,,,,,,
,0,[s.n.],[],10.5962/bhl.title.156000,monograph,Crossref,0,"[""Haiti, Photographs, 1927, and undated, consists mostly of photographs from Wetmore's 1927 expedition to Haiti and the Dominican Republic""]",10.5962,"[{'given': 'Alexander', 'family': 'Wetmore', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.156000,[],"[[2022, 4, 4]]",2022-04-04T21:24:50Z,1649107490243,[],False,[[1927]],"[[2019, 1, 6]]",2019-01-06T10:46:47Z,1546771607000,"[[2019, 1, 6]]",2019-01-06T10:46:49Z,1546771609000,https://www.biodiversitylibrary.org/bibliography/156000,[[1927]],[[1927]],,,,,,,,,,,,,,,,,
"Wappingers Falls, New York :",0,"N. Harold Cottam & Son,",[],10.5962/bhl.title.150652,monograph,Crossref,0,"['Catalogue of dahlias, 1931 /']",10.5962,"[{'name': 'N. Harold Cottam & Son.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.150652,[],"[[2022, 4, 4]]",2022-04-04T21:35:51Z,1649108151908,[],False,[[1931]],"[[2018, 8, 12]]",2018-08-12T05:00:56Z,1534050056000,"[[2018, 8, 12]]",2018-08-12T05:00:56Z,1534050056000,https://www.biodiversitylibrary.org/bibliography/150652,[[1931]],[[1931]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5479/si.00963801.115-3480.61,journal-article,Crossref,0,"['Neotropical Microlepidoptera, III: Restriction of Gonionota melobaphes Walsingham with Descriptions of New Species (Lepidoptera: Oecophoridae)']",10.5479,"[{'given': 'J. F. Gates', 'family': 'Clarke', 'sequence': 'first', 'affiliation': []}]",3444,['Proceedings of the United States National Museum'],[],1,[],[],0,https://doi.org/10.5479/si.00963801.115-3480.61,[],"[[2022, 4, 4]]",2022-04-04T20:29:14Z,1649104154659,[],False,[[1964]],"[[2013, 3, 20]]",2013-03-20T14:58:29Z,1363791509000,"[[2014, 7, 15]]",2014-07-15T21:08:09Z,1405458489000,https://repository.si.edu/handle/10088/16877,[[1964]],[[1964]],61-83,115,['0096-3801'],"[{'value': '0096-3801', 'type': 'print'}]",3480,en,3480,[[1964]],,,,,,,,,
"Yankton, S.D. :",0,"Gurney Seed & Nursery Co.,",[],10.5962/bhl.title.141022,monograph,Crossref,0,['From the house of Gurney : spring &amp; fall 1928 /'],10.5962,"[{'name': 'Gurney Seed & Nursery Co.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.141022,[],"[[2022, 4, 4]]",2022-04-04T15:28:04Z,1649086084668,[],False,[[1928]],"[[2017, 11, 19]]",2017-11-19T06:01:38Z,1511071298000,"[[2017, 11, 19]]",2017-11-19T06:01:39Z,1511071299000,https://www.biodiversitylibrary.org/bibliography/141022,[[1928]],[[1928]],,,,,,,,,,,,,,,,,
New York [etc.],0,"The Macmillan Company,",[],10.5962/bhl.title.56194,monograph,Crossref,0,"[""The great world's farm; some account of nature's crops and how they are grown,""]",10.5962,"[{'given': 'Selina.', 'family': 'Gaye', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.56194,[],"[[2022, 4, 4]]",2022-04-04T20:59:06Z,1649105946380,[],False,[[1910]],"[[2012, 1, 12]]",2012-01-12T07:32:26Z,1326353546000,"[[2012, 1, 12]]",2012-01-12T07:32:43Z,1326353563000,http://www.biodiversitylibrary.org/bibliography/56194,[[1910]],[[1910]],,,,,,,,,,,,,,,,,
"Louisville, Ky. :",0,"Louisville Seed Co.,",[],10.5962/bhl.title.141399,monograph,Crossref,0,"['Price list : April 2, 1928 /']",10.5962,"[{'name': 'Louisville Seed Company.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.141399,[],"[[2022, 4, 4]]",2022-04-04T22:10:58Z,1649110258191,[],False,[[1928]],"[[2017, 12, 3]]",2017-12-03T01:00:53Z,1512262853000,"[[2017, 12, 3]]",2017-12-03T01:00:53Z,1512262853000,https://www.biodiversitylibrary.org/bibliography/141399,[[1928]],[[1928]],,,,,,,,,,,,,,,,,
,0,[s.n.],[],10.5962/bhl.title.146486,monograph,Crossref,0,"['Anas laysanensis (Laysan duck), 1962, 1965-1966']",10.5962,"[{'given': 'Roger B.', 'family': 'Clapp', 'sequence': 'first', 'affiliation': []}, {'given': 'Dennis L.', 'family': 'Stadel', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.146486,[],"[[2022, 4, 3]]",2022-04-03T13:00:43Z,1648990843256,[],False,[[1962]],"[[2018, 3, 27]]",2018-03-27T05:05:41Z,1522127141000,"[[2018, 3, 27]]",2018-03-27T05:05:41Z,1522127141000,https://www.biodiversitylibrary.org/bibliography/146486,[[1962]],[[1962]],,,,,,,,,,,,,,,,,
Philadelphia :,0,"Benerman & Wilson,",[],10.5962/bhl.title.115665,monograph,Crossref,0,"['Leaf prints, or, Glimpses at photography /']",10.5962,"[{'given': 'Charles F.', 'family': 'Himes', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.115665,[],"[[2022, 4, 4]]",2022-04-04T19:55:31Z,1649102131250,[],False,[[1868]],"[[2016, 4, 10]]",2016-04-10T02:08:53Z,1460254133000,"[[2016, 4, 10]]",2016-04-10T02:08:53Z,1460254133000,http://www.biodiversitylibrary.org/bibliography/115665,[[1868]],[[1868]],,,,,,,,,,,,,,,,,
"Adrian, Michigan :",0,"Elmer D. Smith & Co.,",[],10.5962/bhl.title.139482,monograph,Crossref,0,"[""Chrysanthemums for florists' use : 1927 [catalog] /""]",10.5962,"[{'name': 'Elmer D. Smith & Co.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.139482,[],"[[2022, 4, 3]]",2022-04-03T10:05:31Z,1648980331880,[],False,[[1927]],"[[2017, 10, 15]]",2017-10-15T01:01:08Z,1508029268000,"[[2017, 10, 15]]",2017-10-15T01:01:10Z,1508029270000,https://www.biodiversitylibrary.org/bibliography/139482,[[1927]],[[1927]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/p.310204,journal-article,Crossref,3,['First record of Forest Swallow for Angola'],10.5962,"[{'given': 'Michael S L', 'family': 'Mills', 'sequence': 'first', 'affiliation': []}, {'given': 'Graham', 'family': 'Tebb', 'sequence': 'additional', 'affiliation': []}]",3444,['Bulletin of the African Bird Club'],[],1,[],[],0,https://doi.org/10.5962/p.310204,[],"[[2023, 9, 15]]",2023-09-15T02:24:49Z,1694744689939,[],False,[[2015]],"[[2021, 3, 31]]",2021-03-31T05:01:19Z,1617166879000,"[[2021, 3, 31]]",2021-03-31T05:01:20Z,1617166880000,https://www.biodiversitylibrary.org/part/310204,[[2015]],[[2015]],221-222,22,['1352-481X'],"[{'value': '1352-481X', 'type': 'print'}]",2,,2,[[2015]],,,,,,,,,
"Stockton, California :",0,"Standard Seed Farms Company,",[],10.5962/bhl.title.149100,monograph,Crossref,0,['Contract price list : vegetable seeds : season of 1930 /'],10.5962,"[{'name': 'Standard Seed Farms Company.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.149100,[],"[[2022, 4, 3]]",2022-04-03T13:07:49Z,1648991269548,[],False,[[1930]],"[[2018, 6, 4]]",2018-06-04T01:05:50Z,1528074350000,"[[2018, 6, 4]]",2018-06-04T01:05:50Z,1528074350000,https://www.biodiversitylibrary.org/bibliography/149100,[[1930]],[[1930]],,,,,,,,,,,,,,,,,
"Chanute, Kan. :",0,"Chanute Nurseries,",[],10.5962/bhl.title.123599,monograph,Crossref,0,"['New illustrated and descriptive catalog of fruit and ornamental trees, small fruits, shrubs, vines and roses /']",10.5962,"[{'name': 'Chanute Nurseries.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.123599,[],"[[2022, 4, 3]]",2022-04-03T13:22:13Z,1648992133435,[],False,[[1921]],"[[2017, 1, 2]]",2017-01-02T06:00:42Z,1483336842000,"[[2017, 1, 2]]",2017-01-02T06:00:42Z,1483336842000,http://www.biodiversitylibrary.org/bibliography/123599,[[1921]],[[1921]],,,,,,,,,,,,,,,,,
"Muscatine, Iowa :",0,"J.E. Hoopes Co.,",[],10.5962/bhl.title.126014,monograph,Crossref,0,['We quote you our surplus seeds /'],10.5962,"[{'name': 'J.E. Hoopes Co.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.126014,[],"[[2022, 4, 4]]",2022-04-04T12:57:02Z,1649077022548,[],False,[[1922]],"[[2017, 3, 5]]",2017-03-05T06:04:47Z,1488693887000,"[[2017, 3, 5]]",2017-03-05T06:04:47Z,1488693887000,http://www.biodiversitylibrary.org/bibliography/126014,[[1922]],[[1922]],,,,,,,,,,,,,,,,,
"Austin, Tex. :",0,"F.T. Ramsey & Son,",[],10.5962/bhl.title.110032,monograph,Crossref,0,['1913 catalog of the Austin Nursery /'],10.5962,"[{'name': 'Austin Nursery.', 'sequence': 'first', 'affiliation': []}, {'name': 'F.T. Ramsey & Son.', 'sequence': 'additional', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.110032,[],"[[2022, 4, 4]]",2022-04-04T12:37:35Z,1649075855711,[],False,[[1913]],"[[2015, 11, 23]]",2015-11-23T02:00:53Z,1448244053000,"[[2015, 11, 23]]",2015-11-23T02:00:53Z,1448244053000,http://www.biodiversitylibrary.org/bibliography/110032,[[1913]],[[1913]],,,,,,,,,,,,,,,,,
"Upper Darby, Pa. :",0,"Northeastern Forest Experiment Station, Forest Service, U.S. Dept. of Agriculture,",[],10.5962/bhl.title.121267,monograph,Crossref,1,['Comparative site indices for northern hardwoods in the Green Mountains of Vermont /'],10.5962,"[{'given': 'Robert O.', 'family': 'Curtis', 'sequence': 'first', 'affiliation': []}, {'given': 'Boyd W.', 'family': 'Post', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.121267,[],"[[2023, 8, 17]]",2023-08-17T08:47:35Z,1692262055103,[],False,[[1962]],"[[2016, 11, 8]]",2016-11-08T01:02:05Z,1478566925000,"[[2016, 11, 8]]",2016-11-08T01:02:07Z,1478566927000,http://www.biodiversitylibrary.org/bibliography/121267,[[1962]],[[1962]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/bhl.part.5889,journal-article,Crossref,3,"['A taxonomic comparison of Uta stansburiana of the Great Basin and the upper Colorado River basin in Utah, with a description of a new subspecies']",10.5962,"[{'given': 'L E', 'family': 'Pack', 'sequence': 'first', 'affiliation': []}, {'given': 'W W', 'family': 'Tanner', 'sequence': 'additional', 'affiliation': []}]",3444,['The Great Basin naturalist.'],[],1,[],[],0,https://doi.org/10.5962/bhl.part.5889,[],"[[2022, 4, 12]]",2022-04-12T23:11:02Z,1649805062637,[],False,[[1970]],"[[2016, 1, 14]]",2016-01-14T10:57:30Z,1452769050000,"[[2016, 1, 14]]",2016-01-14T10:57:30Z,1452769050000,http://www.biodiversitylibrary.org/part/5889,[[1970]],[[1970]],71-90,30,['0017-3614'],"[{'value': '0017-3614', 'type': 'print'}]",,,,,,,,,,,,,
"Providence, R.I. :",0,"Rennie & Pino,",[],10.5962/bhl.title.97449,monograph,Crossref,0,"['Catalogue : seeds for garden, lawn and farm /']",10.5962,"[{'name': 'Rennie & Pino.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.97449,[],"[[2022, 4, 3]]",2022-04-03T13:47:27Z,1648993647537,[],False,[[1903]],"[[2015, 4, 3]]",2015-04-03T09:57:35Z,1428055055000,"[[2015, 4, 3]]",2015-04-03T09:57:35Z,1428055055000,http://www.biodiversitylibrary.org/bibliography/97449,[[1903]],[[1903]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5479/ads/bib/1911pusno.7d.2,journal-article,Crossref,0,"['Superintendent, astronomical department.']",10.5479,,3444,['Publications of the United States Naval Observatory'],[],1,[],[],0,https://doi.org/10.5479/ads/bib/1911pusno.7d.2,[],"[[2022, 4, 3]]",2022-04-03T13:54:43Z,1648994083234,[],False,[[1911]],"[[2011, 12, 15]]",2011-12-15T09:57:27Z,1323943047000,"[[2011, 12, 15]]",2011-12-15T10:00:07Z,1323943207000,http://adsabs.harvard.edu/abs/1911PUSNO...7D...2.,[[1911]],[[1911]],D.2,7,['0083-2448'],"[{'value': '0083-2448', 'type': 'print'}]",,en,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/p.309905,journal-article,Crossref,0,"[""Display behaviour of Shelley's Oliveback Nesocharis shelleyi""]",10.5962,"[{'given': 'Michael S L', 'family': 'Mills', 'sequence': 'first', 'affiliation': []}]",3444,['Bulletin of the African Bird Club'],[],1,[],[],0,https://doi.org/10.5962/p.309905,[],"[[2022, 4, 4]]",2022-04-04T21:43:07Z,1649108587711,[],False,"[[2010, 3]]","[[2021, 4, 5]]",2021-04-05T05:00:15Z,1617598815000,"[[2021, 4, 5]]",2021-04-05T05:00:15Z,1617598815000,https://www.biodiversitylibrary.org/part/309905,"[[2010, 3]]","[[2010, 3]]",97-98,17,['1352-481X'],"[{'value': '1352-481X', 'type': 'print'}]",1,,1,[[2010]],,,,,,,,,
,0,Smithsonian Institution,[],10.5962/bhl.part.18172,journal-article,Crossref,1,['Description dun batracien nouveau récolté au Mayumbe par le Dr. Schouteden'],10.5962,"[{'given': 'Gaston-Fr', 'family': 'De Witte', 'sequence': 'first', 'affiliation': []}]",3444,['Revue zoologique africaine.'],[],1,[],[],0,https://doi.org/10.5962/bhl.part.18172,[],"[[2023, 9, 4]]",2023-09-04T17:09:45Z,1693847385562,[],False,[[1922]],"[[2016, 1, 15]]",2016-01-15T13:41:37Z,1452865297000,"[[2016, 1, 15]]",2016-01-15T13:41:37Z,1452865297000,http://www.biodiversitylibrary.org/part/18172,[[1922]],[[1922]],320-322,10,['0771-0488'],"[{'value': '0771-0488', 'type': 'print'}]",,,,,,,,,,,,,
New York :,0,"Comstock,",[],10.5962/bhl.title.159044,monograph,Crossref,1,['A manual for the study of insects /'],10.5962,"[{'given': 'John Henry', 'family': 'Comstock', 'sequence': 'first', 'affiliation': []}, {'given': 'Anna Botsford', 'family': 'Comstock', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.159044,[],"[[2023, 9, 4]]",2023-09-04T15:08:49Z,1693840129711,[],False,[[1923]],"[[2019, 5, 19]]",2019-05-19T01:00:14Z,1558227614000,"[[2019, 5, 19]]",2019-05-19T01:00:15Z,1558227615000,https://www.biodiversitylibrary.org/bibliography/159044,[[1923]],[[1923]],,,,,,,,,,,,,,,,,
